Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Jesse M,208,141,Amsterdam 2023-06-17 - Place: 21 Points: 140.84,,
Mathijs de Groot,209,141,Amsterdam 2023-06-17 - Place: 24 Points: 140.84,,
Mika Mundo,210,140,Enschede 2023-04-22 - Place: 7 Points: 140.0,,
Thomas Roine,211,140,Enschede 2023-04-22 - Place: 7 Points: 140.0,,
Jan Derksen,212,124,Groningen 2023-05-27 - Place: 18 Points: 82.32,Enschede 2023-04-22 - Place: 30 Points: 42.0,
Joël van den Berg,213,123,Groningen 2023-05-27 - Place: 13 Points: 123.48,,
Leon Visser,214,123,Groningen 2023-05-27 - Place: 14 Points: 123.48,,
Roel Oldenkamp,215,123,Groningen 2023-05-27 - Place: 15 Points: 123.48,,
Daan Buiter,216,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Ennio Mos,217,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Nicole Ijff,218,117,Amsterdam 2024-01-20 - Place: 25 Points: 117.18,,
J van Wijhe,219,117,Amsterdam 2024-01-20 - Place: 26 Points: 117.18,,
Matthew Elworthy,220,117,Amsterdam 2024-01-20 - Place: 26 Points: 117.18,,
Iris Bunnig,221,117,Amsterdam 2024-01-20 - Place: 27 Points: 117.18,,
Leonoor Schiphorst,222,117,Amsterdam 2024-01-20 - Place: 27 Points: 117.18,,
Nadja van Kessel,223,117,Amsterdam 2024-01-20 - Place: 28 Points: 117.18,,
Emiel Prikkel,224,117,Amsterdam 2024-01-20 - Place: 28 Points: 117.18,,
Dario Go,225,112,Enschede 2023-04-22 - Place: 9 Points: 112.0,,
Teelke Limbeck,226,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Gerrit Lang,227,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Luuk vd Klein,228,106,Amsterdam 2023-06-17 - Place: 26 Points: 105.63,,
Daan van Velsen,229,106,Amsterdam 2023-06-17 - Place: 26 Points: 105.63,,
Jake King,230,106,Amsterdam 2023-06-17 - Place: 27 Points: 105.63,,
Klaas Weinrich,231,106,Amsterdam 2023-06-17 - Place: 27 Points: 105.63,,
Martijn Alberts,232,106,Amsterdam 2023-06-17 - Place: 28 Points: 105.63,,
Jakob Biebuyck,233,106,Amsterdam 2023-06-17 - Place: 31 Points: 105.63,,
Leon Vauterin,234,106,Amsterdam 2023-06-17 - Place: 31 Points: 105.63,,
Alexandre Tauziède,235,106,Amsterdam 2023-06-17 - Place: 32 Points: 105.63,,
Mustafa Durgun,236,106,Amsterdam 2023-06-17 - Place: 32 Points: 105.63,,
Milan Sent,237,84,Enschede 2023-04-22 - Place: 15 Points: 84.0,,
Thomas Haan,238,82,Groningen 2023-05-27 - Place: 17 Points: 82.32,,
Cristina Bogdan,239,82,Groningen 2023-05-27 - Place: 21 Points: 82.32,,
Sanne Hogesteeger,240,82,Groningen 2023-05-27 - Place: 21 Points: 82.32,,
Stan Lochtenberg,241,70,Amsterdam 2023-06-17 - Place: 33 Points: 70.42,,
Paul Schmidt,242,70,Amsterdam 2023-06-17 - Place: 33 Points: 70.42,,
Thomas Dajer,243,70,Amsterdam 2023-06-17 - Place: 34 Points: 70.42,,
Kartik Jain,244,70,Amsterdam 2023-06-17 - Place: 35 Points: 70.42,,
Anna Junk,245,70,Amsterdam 2023-06-17 - Place: 35 Points: 70.42,,
Lise Pieper,246,70,Amsterdam 2023-06-17 - Place: 36 Points: 70.42,,
Justus Urbanetz,247,70,Amsterdam 2023-06-17 - Place: 38 Points: 70.42,,
Laura Kremer,248,70,Amsterdam 2023-06-17 - Place: 38 Points: 70.42,,
Sylvester Productions,249,70,Amsterdam 2023-06-17 - Place: 39 Points: 70.42,,
Toon van Holthe,250,70,Amsterdam 2023-06-17 - Place: 41 Points: 70.42,,
Khymo Moestadja,251,70,Amsterdam 2023-06-17 - Place: 41 Points: 70.42,,
Mayu Nagayama,252,70,Amsterdam 2023-06-17 - Place: 42 Points: 70.42,,
Genta Sekine,253,70,Amsterdam 2023-06-17 - Place: 42 Points: 70.42,,
Alex Sikotorski,254,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Jacques P,255,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Joel Cetra,256,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Benita Hansen,257,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Nick Delventhal,258,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Ben Andres,259,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Arno Waszink,260,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Said Lachhab,261,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Thomas van Geest,262,42,Enschede 2023-04-22 - Place: 26 Points: 42.0,,
Lauritz Dauer,263,42,Enschede 2023-04-22 - Place: 30 Points: 42.0,,
Wouter van der Heijden,264,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Berend Poos,265,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Maximilian Knoll,266,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
Peter Sesler,267,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
David van Beijnhem,268,28,Enschede 2023-04-22 - Place: 33 Points: 28.0,,
Thieri Balk,269,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Anneke Poelen,270,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Joep Schotsman,271,28,Enschede 2023-04-22 - Place: 35 Points: 28.0,,
