Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Luuk vd Klein,215,184,Amsterdam 2023-06-17 - Place: 26 Points: 184.28,,
Daan van Velsen,216,184,Amsterdam 2023-06-17 - Place: 26 Points: 184.28,,
Jake King,217,184,Amsterdam 2023-06-17 - Place: 27 Points: 184.28,,
Klaas Weinrich,218,184,Amsterdam 2023-06-17 - Place: 27 Points: 184.28,,
Martijn Alberts,219,184,Amsterdam 2023-06-17 - Place: 28 Points: 184.28,,
Jakob Biebuyck,220,184,Amsterdam 2023-06-17 - Place: 31 Points: 184.28,,
Leon Vauterin,221,184,Amsterdam 2023-06-17 - Place: 31 Points: 184.28,,
Alexandre Tauziède,222,184,Amsterdam 2023-06-17 - Place: 32 Points: 184.28,,
Mustafa Durgun,223,184,Amsterdam 2023-06-17 - Place: 32 Points: 184.28,,
Luuk Schotsman,224,176,Amsterdam 2023-06-17 - Place: 39 Points: 122.85,Enschede 2023-04-22 - Place: 35 Points: 53.2,
Jan Derksen,225,173,Groningen 2023-05-27 - Place: 18 Points: 92.96,Enschede 2023-04-22 - Place: 30 Points: 79.8,
Milan Sent,226,160,Enschede 2023-04-22 - Place: 15 Points: 159.6,,
Joël van den Berg,227,139,Groningen 2023-05-27 - Place: 13 Points: 139.44,,
Leon Visser,228,139,Groningen 2023-05-27 - Place: 14 Points: 139.44,,
Roel Oldenkamp,229,139,Groningen 2023-05-27 - Place: 15 Points: 139.44,,
Daan Buiter,230,139,Groningen 2023-05-27 - Place: 16 Points: 139.44,,
Ennio Mos,231,139,Groningen 2023-05-27 - Place: 16 Points: 139.44,,
Stan Lochtenberg,232,123,Amsterdam 2023-06-17 - Place: 33 Points: 122.85,,
Paul Schmidt,233,123,Amsterdam 2023-06-17 - Place: 33 Points: 122.85,,
Thomas Dajer,234,123,Amsterdam 2023-06-17 - Place: 34 Points: 122.85,,
Kartik Jain,235,123,Amsterdam 2023-06-17 - Place: 35 Points: 122.85,,
Anna Junk,236,123,Amsterdam 2023-06-17 - Place: 35 Points: 122.85,,
Lise Pieper,237,123,Amsterdam 2023-06-17 - Place: 36 Points: 122.85,,
Justus Urbanetz,238,123,Amsterdam 2023-06-17 - Place: 38 Points: 122.85,,
Laura Kremer,239,123,Amsterdam 2023-06-17 - Place: 38 Points: 122.85,,
Sylvester Productions,240,123,Amsterdam 2023-06-17 - Place: 39 Points: 122.85,,
Toon van Holthe,241,123,Amsterdam 2023-06-17 - Place: 41 Points: 122.85,,
Khymo Moestadja,242,123,Amsterdam 2023-06-17 - Place: 41 Points: 122.85,,
Mayu Nagayama,243,123,Amsterdam 2023-06-17 - Place: 42 Points: 122.85,,
Genta Sekine,244,123,Amsterdam 2023-06-17 - Place: 42 Points: 122.85,,
Alex Sikotorski,245,106,Enschede 2023-04-22 - Place: 18 Points: 106.4,,
Jacques P,246,106,Enschede 2023-04-22 - Place: 18 Points: 106.4,,
Joel Cetra,247,106,Enschede 2023-04-22 - Place: 19 Points: 106.4,,
Benita Hansen,248,106,Enschede 2023-04-22 - Place: 19 Points: 106.4,,
Nick Delventhal,249,106,Enschede 2023-04-22 - Place: 22 Points: 106.4,,
Ben Andres,250,106,Enschede 2023-04-22 - Place: 22 Points: 106.4,,
Thomas Haan,251,93,Groningen 2023-05-27 - Place: 17 Points: 92.96,,
Cristina Bogdan,252,93,Groningen 2023-05-27 - Place: 21 Points: 92.96,,
Sanne Hogesteeger,253,93,Groningen 2023-05-27 - Place: 21 Points: 92.96,,
Arno Waszink,254,80,Enschede 2023-04-22 - Place: 25 Points: 79.8,,
Said Lachhab,255,80,Enschede 2023-04-22 - Place: 25 Points: 79.8,,
Thomas van Geest,256,80,Enschede 2023-04-22 - Place: 26 Points: 79.8,,
Lauritz Dauer,257,80,Enschede 2023-04-22 - Place: 30 Points: 79.8,,
Wouter van der Heijden,258,80,Enschede 2023-04-22 - Place: 31 Points: 79.8,,
Berend Poos,259,80,Enschede 2023-04-22 - Place: 31 Points: 79.8,,
Maximilian Knoll,260,80,Enschede 2023-04-22 - Place: 32 Points: 79.8,,
Peter Sesler,261,80,Enschede 2023-04-22 - Place: 32 Points: 79.8,,
David van Beijnhem,262,53,Enschede 2023-04-22 - Place: 33 Points: 53.2,,
Thieri Balk,263,53,Enschede 2023-04-22 - Place: 34 Points: 53.2,,
Anneke Poelen,264,53,Enschede 2023-04-22 - Place: 34 Points: 53.2,,
Joep Schotsman,265,53,Enschede 2023-04-22 - Place: 35 Points: 53.2,,
